25504120;41.1762;-8.62257;-0.1504922;0.7186603
25504123;41.17578;-8.622428;-0.1504898;0.7186529
25504126;41.17492;-8.622803;-0.1504963;0.7186378
25504135;41.17453;-8.622573;-0.1504923;0.718631
25504141;41.17275;-8.622351;-0.1504884;0.7186001
25504147;41.17251;-8.622445;-0.1504901;0.7185958
25504151;41.17231;-8.622754;-0.1504955;0.7185923
25504153;41.17229;-8.623186;-0.150503;0.7185921
25504154;41.17248;-8.623497;-0.1505084;0.7185954
25504156;41.17283;-8.62359;-0.15051;0.7186015
25504157;41.17314;-8.623327;-0.1505055;0.7186069
25504158;41.17321;-8.623159;-0.1505025;0.7186081
25504163;41.17423;-8.622406;-0.1504894;0.7186259
25504165;41.17272;-8.622046;-0.1504831;0.7185995
25504166;41.17251;-8.622107;-0.1504841;0.7185959
25504167;41.17216;-8.622543;-0.1504918;0.7185898
25504168;41.17209;-8.622892;-0.1504979;0.7185886
25504169;41.17235;-8.623574;-0.1505098;0.7185931
25504170;41.17266;-8.624052;-0.1505181;0.7185984
25504171;41.17287;-8.624636;-0.1505283;0.7186022
25504172;41.17295;-8.625189;-0.1505379;0.7186036
25504173;41.17294;-8.625538;-0.150544;0.7186033
25504174;41.17461;-8.623234;-0.1505038;0.7186325
25504175;41.17433;-8.623719;-0.1505123;0.7186276
25504176;41.17375;-8.624068;-0.1505184;0.7186174
25504177;41.17346;-8.624324;-0.1505228;0.7186125
25504178;41.17337;-8.624507;-0.150526;0.7186109
25504179;41.17372;-8.620708;-0.1504598;0.718617
25504180;41.1738;-8.621376;-0.1504714;0.7186183
25504181;41.17403;-8.621881;-0.1504802;0.7186224
25504182;41.1744;-8.622247;-0.1504866;0.7186289
25504183;41.17493;-8.622444;-0.15049;0.7186381
26015929;41.17323;-8.624843;-0.1505319;0.7186085
26015930;41.17309;-8.625094;-0.1505363;0.7186059
26015931;41.17295;-8.627571;-0.1505795;0.7186035
26015932;41.17283;-8.627557;-0.1505793;0.7186014
26015933;41.17278;-8.62859;-0.1505973;0.7186006
26015934;41.17274;-8.628144;-0.1505895;0.7185998
26015935;41.17145;-8.63491;-0.1507076;0.7185774
26015936;41.17134;-8.634708;-0.1507041;0.7185755
26015937;41.17134;-8.635383;-0.1507159;0.7185754
26015938;41.1712;-8.635322;-0.1507148;0.718573
26016164;41.17333;-8.622623;-0.1504932;0.7186102
26016411;41.17068;-8.63722;-0.1507479;0.7185639
26016412;41.17073;-8.636739;-0.1507395;0.7185648
26016413;41.17046;-8.637659;-0.1507556;0.71856
26016414;41.17056;-8.637136;-0.1507464;0.7185618
26016416;41.16993;-8.638216;-0.1507653;0.7185507
26122652;41.18642;-8.624937;-0.1505335;0.7188386
26122653;41.18098;-8.622212;-0.150486;0.7187437
26122654;41.18156;-8.621898;-0.1504805;0.7187538
26122655;41.18163;-8.621669;-0.1504765;0.7187551
26122656;41.18155;-8.621271;-0.1504696;0.7187536
26122657;41.18135;-8.621083;-0.1504663;0.7187501
26122658;41.18111;-8.621108;-0.1504667;0.7187459
26122659;41.18092;-8.62128;-0.1504697;0.7187425
26122665;41.17924;-8.622269;-0.150487;0.7187134
26122667;41.17986;-8.622005;-0.1504824;0.7187242
26122668;41.18023;-8.621749;-0.1504779;0.7187306
26122669;41.18054;-8.621345;-0.1504709;0.718736
26122670;41.18076;-8.620958;-0.1504641;0.7187397
26122672;41.18141;-8.620761;-0.1504607;0.7187513
26122673;41.1816;-8.621129;-0.1504671;0.7187545
26122674;41.18147;-8.620681;-0.1504593;0.7187522
26122675;41.18147;-8.620181;-0.1504505;0.7187522
26122676;41.18154;-8.619866;-0.150445;0.7187535
26122677;41.18201;-8.621868;-0.15048;0.7187617
26122678;41.18237;-8.622204;-0.1504858;0.7187679
26122679;41.18178;-8.622381;-0.1504889;0.7187577
26122680;41.18122;-8.622524;-0.1504914;0.7187479
26122681;41.18073;-8.622842;-0.150497;0.7187394
26122682;41.18042;-8.623297;-0.1505049;0.7187338
26122684;41.17841;-8.62256;-0.1504921;0.7186989
26122687;41.17875;-8.622753;-0.1504954;0.7187048
26122693;41.17982;-8.623949;-0.1505163;0.7187234
26122697;41.17992;-8.623983;-0.1505169;0.7187252
26122698;41.18008;-8.623898;-0.1505154;0.7187279
26122699;41.18013;-8.623793;-0.1505136;0.7187288
26122700;41.18028;-8.62272;-0.1504948;0.7187315
26122702;41.17994;-8.623465;-0.1505079;0.7187256
26122703;41.17961;-8.623492;-0.1505083;0.7187198
26122704;41.17942;-8.623314;-0.1505052;0.7187166
26122705;41.17934;-8.623014;-0.1505;0.7187151
26122706;41.17951;-8.622561;-0.1504921;0.7187181
26122707;41.17981;-8.622421;-0.1504896;0.7187234
26122708;41.1798;-8.625788;-0.1505484;0.7187231
26122709;41.17992;-8.624264;-0.1505218;0.7187253
26122712;41.18127;-8.620031;-0.1504479;0.7187487
26122848;41.18007;-8.624591;-0.1505275;0.7187278
60795247;41.17051;-8.638126;-0.1507638;0.7185609
62892598;41.19585;-8.666227;-0.1512542;0.7190031
62894657;41.19256;-8.669762;-0.1513159;0.7189459
62894658;41.19268;-8.669686;-0.1513146;0.7189478
62894659;41.19392;-8.669558;-0.1513123;0.7189696
62894660;41.19451;-8.669369;-0.151309;0.7189798
62894661;41.19482;-8.669377;-0.1513092;0.7189852
62915449;41.19662;-8.673143;-0.1513749;0.7190167
62917391;41.19602;-8.671517;-0.1513465;0.7190062
62917393;41.19648;-8.669944;-0.1513191;0.7190142
62918457;41.19442;-8.67061;-0.1513307;0.7189783
62921655;41.1929;-8.667969;-0.1512846;0.7189517
62921657;41.19273;-8.668401;-0.1512921;0.7189488
62921658;41.19564;-8.668535;-0.1512945;0.7189995
62921659;41.19574;-8.668768;-0.1512985;0.7190012
62929801;41.19247;-8.669898;-0.1513183;0.7189442
62929803;41.19262;-8.6701;-0.1513218;0.7189468
62929804;41.19394;-8.671065;-0.1513386;0.7189699
62929806;41.19481;-8.671485;-0.151346;0.718985
62929807;41.19604;-8.672592;-0.1513653;0.7190065
62941777;41.194;-8.660861;-0.1511605;0.718971
62944785;41.19242;-8.66784;-0.1512823;0.7189434
62944787;41.19277;-8.667265;-0.1512723;0.7189494
62944788;41.19299;-8.667148;-0.1512703;0.7189533
62944790;41.19319;-8.667114;-0.1512697;0.7189568
62944791;41.19484;-8.667089;-0.1512692;0.7189855
62944794;41.19506;-8.666948;-0.1512668;0.7189895
62944795;41.19776;-8.664397;-0.1512223;0.7190366
64658810;41.19255;-8.669878;-0.1513179;0.7189456
64659446;41.19244;-8.669742;-0.1513155;0.7189437
